lp,n,pk,pm,t,fmax,favg
1193,40,0.65,0.005,90,1.8112477102569713,1.7203343759857745
1194,40,0.65,0.005,100,1.8477075965953589,1.7713124262131934
1195,40,0.65,0.005,110,1.83242131943687,1.7431137102549508
1196,40,0.65,0.005,120,1.7906967591447318,1.7015359548730433
1197,40,0.65,0.005,130,1.815713896899335,1.734071117932953
1198,40,0.65,0.005,140,1.831125395796234,1.7367540522799396
1199,40,0.65,0.005,150,1.8292956968233036,1.7432651798589744
1200,40,0.65,0.01,50,1.8659163717225342,1.6541982896047622
1201,40,0.65,0.01,60,1.8671452951107772,1.6507317109185085
1202,40,0.65,0.01,70,1.8640358616168324,1.6597278590547035
1203,40,0.65,0.01,80,1.8446243491433882,1.6536334524014016
1204,40,0.65,0.01,90,1.8892588146758558,1.684989765374972
1205,40,0.65,0.01,100,1.8878059071797169,1.6784043574562242
1206,40,0.65,0.01,110,1.8550061559846898,1.6660478482769767
1207,40,0.65,0.01,120,1.8724102978553845,1.6763710517475667
1208,40,0.65,0.01,130,1.8879956607365944,1.674186408658876
1209,40,0.65,0.01,140,1.9002378409094094,1.6873047950006141
1210,40,0.65,0.01,150,1.8832536244218894,1.6979415116277108
1211,40,0.7,0.0001,50,1.7524994190803258,1.752491527572511
1212,40,0.7,0.0001,60,1.7939417354742042,1.7920911960736603
1213,40,0.7,0.0001,70,1.7368648283939583,1.734293322590769
1214,40,0.7,0.0001,80,1.7869739488748266,1.7855616362057398
1215,40,0.7,0.0001,90,1.755081789674383,1.7540305968177279
1216,40,0.7,0.0001,100,1.7837571450813243,1.782438767326282
1217,40,0.7,0.0001,110,1.7850670676791394,1.7838416107270738
1218,40,0.7,0.0001,120,1.7779535840090908,1.777002863968433
1219,40,0.7,0.0001,130,1.760658385129289,1.7593068102009033
1220,40,0.7,0.0001,140,1.7795358614631949,1.7784308130394586
1221,40,0.7,0.0001,150,1.7707616316468573,1.7696273569011438
1222,40,0.7,0.0005,50,1.7740072397428122,1.7666770625014119
1223,40,0.7,0.0005,60,1.7965546276167823,1.7893892621305298
1224,40,0.7,0.0005,70,1.7613440725092147,1.753899377908296
1225,40,0.7,0.0005,80,1.7899480770356702,1.7845879965281508
1226,40,0.7,0.0005,90,1.7991816004177388,1.7935225262141083
1227,40,0.7,0.0005,100,1.7616014041730355,1.755866772210092
1228,40,0.7,0.0005,110,1.7689349999533825,1.7592651511267576
1229,40,0.7,0.0005,120,1.82061215499647,1.8148201593201292
1230,40,0.7,0.0005,130,1.786202982020055,1.7813987470610857
1231,40,0.7,0.0005,140,1.7800052655287282,1.774393856690355
1232,40,0.7,0.0005,150,1.768756009992942,1.7599112731785218
1233,40,0.7,0.001,50,1.7950124574487816,1.7806079731205071
1234,40,0.7,0.001,60,1.794370736833178,1.7831322831976122
1235,40,0.7,0.001,70,1.7372222154212822,1.7227329375467937
1236,40,0.7,0.001,80,1.7663798247594187,1.7541577601202472
1237,40,0.7,0.001,90,1.796267431408021,1.7813987545603656
1238,40,0.7,0.001,100,1.781882911872644,1.7646512546738427
1239,40,0.7,0.001,110,1.8168368213407176,1.801464385585014
1240,40,0.7,0.001,120,1.785377690652839,1.7699471245859528
1241,40,0.7,0.001,130,1.764550985689308,1.7514742552598708
1242,40,0.7,0.001,140,1.7514947670815724,1.7366542801360885
1243,40,0.7,0.001,150,1.7509811110432916,1.7370616487307833
1244,40,0.7,0.005,50,1.8221098444256234,1.7250739501329146
1245,40,0.7,0.005,60,1.828534823541629,1.7357672544679479
1246,40,0.7,0.005,70,1.7984978312952302,1.715253530828153
1247,40,0.7,0.005,80,1.799998367484897,1.722547688310017
1248,40,0.7,0.005,90,1.8035120236541302,1.727417257262414
1249,40,0.7,0.005,100,1.8177699720718914,1.7327044915396543
1250,40,0.7,0.005,110,1.7998078512949478,1.7102913343489954
1251,40,0.7,0.005,120,1.8275194131361394,1.7470656956053257
1252,40,0.7,0.005,130,1.8532276875327995,1.7640379712227192
1253,40,0.7,0.005,140,1.8737215976306247,1.7883897502456247
1254,40,0.7,0.005,150,1.8474048986803486,1.7625216675921767
1255,40,0.7,0.01,50,1.8192373028198363,1.6121263014285763
1256,40,0.7,0.01,60,1.8585731789078659,1.6443312569975435
1257,40,0.7,0.01,70,1.8395948070739252,1.6489538900281817
1258,40,0.7,0.01,80,1.8575141750006086,1.6407090142793677
1259,40,0.7,0.01,90,1.8834329524621503,1.6922087695325982
1260,40,0.7,0.01,100,1.871386017880006,1.67848525869757
1261,40,0.7,0.01,110,1.891283609111224,1.6859714423522418
1262,40,0.7,0.01,120,1.881519066575252,1.6768717997150633
1263,40,0.7,0.01,130,1.881030280261244,1.6875133897307149
1264,40,0.7,0.01,140,1.8970098462229683,1.702415565119338
1265,40,0.7,0.01,150,1.908748655992409,1.7087091492865076
1266,40,0.75,0.0001,50,1.752610230404525,1.75176779895008
1267,40,0.75,0.0001,60,1.7593447819067811,1.7578779355038758
1268,40,0.75,0.0001,70,1.7898646092738237,1.785212835442583
1269,40,0.75,0.0001,80,1.7714565953831798,1.7688611264807306
1270,40,0.75,0.0001,90,1.7859429020043132,1.784048875369721
1271,40,0.75,0.0001,100,1.7564605909995916,1.7552807117003655
1272,40,0.75,0.0001,110,1.7821011646061193,1.7807635005786044
1273,40,0.75,0.0001,120,1.748882694488355,1.7482581644908641
1274,40,0.75,0.0001,130,1.7512507870639178,1.7503555536960849
1275,40,0.75,0.0001,140,1.7889128201201283,1.788163336133676
1276,40,0.75,0.0001,150,1.7543536494570646,1.7531992959031641
1277,40,0.75,0.0005,50,1.7756040041556411,1.7617057952032809
1278,40,0.75,0.0005,60,1.768655635997973,1.7600333654891813
1279,40,0.75,0.0005,70,1.7680366843544673,1.7600425114583735
1280,40,0.75,0.0005,80,1.7863296720574118,1.7817012099770424
1281,40,0.75,0.0005,90,1.8128940105619296,1.807186557428164
1282,40,0.75,0.0005,100,1.7686850885415375,1.7593394597276149
1283,40,0.75,0.0005,110,1.8033559757804425,1.7983870924502998
1284,40,0.75,0.0005,120,1.821104043083425,1.8141432435443385
1285,40,0.75,0.0005,130,1.7987823315027174,1.793432942618743
1286,40,0.75,0.0005,140,1.7966665097898404,1.788863197670723
1287,40,0.75,0.0005,150,1.7712611257555906,1.7636419307991138
1288,40,0.75,0.001,50,1.790356729286517,1.776212638977055
1289,40,0.75,0.001,60,1.7626417529742684,1.7460708335797706
1290,40,0.75,0.001,70,1.8244812343339631,1.8099933282669662
1291,40,0.75,0.001,80,1.801292617385257,1.7882290831813716
1292,40,0.75,0.001,90,1.7888801249812547,1.7776918182917274
1293,40,0.75,0.001,100,1.7777834264724357,1.7666085278773576
1294,40,0.75,0.001,110,1.7849050990423052,1.7705095943512237
1295,40,0.75,0.001,120,1.8118956583211476,1.7973438015128778
1296,40,0.75,0.001,130,1.781578511107154,1.7661519069706342
1297,40,0.75,0.001,140,1.7642351096866056,1.750782971162283
1298,40,0.75,0.001,150,1.799561862458784,1.7860151420253836
1299,40,0.75,0.005,50,1.817006414398036,1.705970478640957
1300,40,0.75,0.005,60,1.8337891534963722,1.7400647595451904
1301,40,0.75,0.005,70,1.8090404801498294,1.7141107845618067
1302,40,0.75,0.005,80,1.7918980414617933,1.7125065855599055
1303,40,0.75,0.005,90,1.8295933948553447,1.7445811598073095
1304,40,0.75,0.005,100,1.852292460453554,1.765575484448727
1305,40,0.75,0.005,110,1.8158254920488823,1.7282119544767922
1306,40,0.75,0.005,120,1.8160559531546638,1.7376467344490154
1307,40,0.75,0.005,130,1.8282506510230194,1.734583136787066
1308,40,0.75,0.005,140,1.8410705599165598,1.7568322258613223
1309,40,0.75,0.005,150,1.8412047490584476,1.7611984768092954
1310,40,0.75,0.01,50,1.8453099673227527,1.6470582954149975
1311,40,0.75,0.01,60,1.8685738734669834,1.6607690064794292
1312,40,0.75,0.01,70,1.851146166524526,1.642656437698111
1313,40,0.75,0.01,80,1.8839994482020648,1.6760384649572162
1314,40,0.75,0.01,90,1.8563164731099442,1.6488519795829233
1315,40,0.75,0.01,100,1.8584334359748427,1.657984248859766
1316,40,0.75,0.01,110,1.8797757149937948,1.68028231686499
1317,40,0.75,0.01,120,1.893623041103708,1.6938631351006197
1318,40,0.75,0.01,130,1.9158532167075735,1.7111744331617482
1319,40,0.75,0.01,140,1.8925875576443636,1.6981836388318192
1320,40,0.75,0.01,150,1.8889931313504418,1.6833493630479313
1321,40,0.8,0.0001,50,1.7706093486325525,1.7704411085578573
1322,40,0.8,0.0001,60,1.778058824931462,1.777113992382746
1323,40,0.8,0.0001,70,1.7753428456058047,1.773875670570864
1324,40,0.8,0.0001,80,1.802581406874021,1.801972049064239
1325,40,0.8,0.0001,90,1.7665025504342768,1.764595955802952
1326,40,0.8,0.0001,100,1.782568152886778,1.7818469038034945
1327,40,0.8,0.0001,110,1.800031556361719,1.7991216272523018
1328,40,0.8,0.0001,120,1.754742907223792,1.7526465175253332
1329,40,0.8,0.0001,130,1.7745201722676407,1.7724094346890866
1330,40,0.8,0.0001,140,1.7930482867428836,1.7926977577122614
1331,40,0.8,0.0001,150,1.7886760897987621,1.7871623324269712
1332,40,0.8,0.0005,50,1.7896004657066806,1.7833119561440443
1333,40,0.8,0.0005,60,1.8062556607013849,1.7969225873620696
1334,40,0.8,0.0005,70,1.7799498776325535,1.772306136396523
1335,40,0.8,0.0005,80,1.8251152033258395,1.8189179010385623
1336,40,0.8,0.0005,90,1.8082298025238168,1.8017200019724942
1337,40,0.8,0.0005,100,1.7789388366441492,1.7728577073903378
1338,40,0.8,0.0005,110,1.7993111973185554,1.7894305202383904
1339,40,0.8,0.0005,120,1.7805296909535355,1.774175280855524
1340,40,0.8,0.0005,130,1.7902104715713838,1.7849112844760564
1341,40,0.8,0.0005,140,1.8128886032078824,1.8076761949814035
1342,40,0.8,0.0005,150,1.8003072835325806,1.7920931356057221
1343,40,0.8,0.001,50,1.8192882911027493,1.807301173480351
1344,40,0.8,0.001,60,1.7998956034187072,1.7871361189415444
1345,40,0.8,0.001,70,1.7700732450910823,1.7533984982002435
1346,40,0.8,0.001,80,1.8000144517587848,1.7863835321651949
1347,40,0.8,0.001,90,1.8146157433780141,1.8028357198229716
1348,40,0.8,0.001,100,1.7692075482954892,1.7536117330357264
1349,40,0.8,0.001,110,1.8167936767971766,1.8015121033121182
1350,40,0.8,0.001,120,1.8071633200275343,1.7950513876571903
1351,40,0.8,0.001,130,1.763795885425182,1.75293993609988
1352,40,0.8,0.001,140,1.7739518094259341,1.7597134571249982
1353,40,0.8,0.001,150,1.8288350728672012,1.8124721789181728
1354,40,0.8,0.005,50,1.834701384966143,1.7375881139649252
1355,40,0.8,0.005,60,1.847116951380448,1.7506938876765903
1356,40,0.8,0.005,70,1.8326784947019876,1.7412371952991372
1357,40,0.8,0.005,80,1.8261683776456876,1.743972251878062
1358,40,0.8,0.005,90,1.84409575179708,1.7621572009172355
1359,40,0.8,0.005,100,1.8236391625455708,1.7361074732115478
1360,40,0.8,0.005,110,1.8214932674674826,1.7316704448524727
1361,40,0.8,0.005,120,1.8391894409239242,1.7487182848011158
1362,40,0.8,0.005,130,1.8548593107597355,1.760760638022124
1363,40,0.8,0.005,140,1.8078333425600406,1.723903770446365
1364,40,0.8,0.005,150,1.855941929412411,1.7663799760773968
1365,40,0.8,0.01,50,1.8550000882923272,1.6420211760915375
1366,40,0.8,0.01,60,1.8534851566231905,1.6348377681284167
1367,40,0.8,0.01,70,1.8577437831329076,1.6503121785911723
1368,40,0.8,0.01,80,1.8583397286156926,1.6467337893407477
1369,40,0.8,0.01,90,1.8698917193213063,1.6932150356558366
1370,40,0.8,0.01,100,1.8969850719326593,1.686566039836761
1371,40,0.8,0.01,110,1.885361630625502,1.67237180100354
1372,40,0.8,0.01,120,1.874877754843282,1.6641800152218094
1373,40,0.8,0.01,130,1.8978637620725638,1.7031748510190465
1374,40,0.8,0.01,140,1.8864411478989462,1.6938967583856857
1375,40,0.8,0.01,150,1.8991321212888552,1.7008028169831118
1376,40,0.85,0.0001,50,1.7671661025414525,1.7660201492399497
1377,40,0.85,0.0001,60,1.743111934370163,1.742076556708695
1378,40,0.85,0.0001,70,1.8056215996380212,1.8036931811383585
1379,40,0.85,0.0001,80,1.7938073162811832,1.7925566122833339
1380,40,0.85,0.0001,90,1.7958340556857981,1.794861902084633
1381,40,0.85,0.0001,100,1.7731395148334383,1.7704873691257494
1382,40,0.85,0.0001,110,1.7993265120729596,1.7981107586162242
1383,40,0.85,0.0001,120,1.7935742441238383,1.7925122888950338
1384,40,0.85,0.0001,130,1.7974358423057355,1.7966324378975569
1385,40,0.85,0.0001,140,1.8264664492488958,1.8262240543698056
1386,40,0.85,0.0001,150,1.7630110447851102,1.7619945480897872
1387,40,0.85,0.0005,50,1.7635139025022157,1.7564037311231164
1388,40,0.85,0.0005,60,1.7932172739028607,1.7862067215671775
1389,40,0.85,0.0005,70,1.7781871645811924,1.7652145989951233
1390,40,0.85,0.0005,80,1.7928014027535337,1.7859247393224138
1391,40,0.85,0.0005,90,1.8150639854709596,1.8040766713780305
1392,40,0.85,0.0005,100,1.7767063907928218,1.7706972097884466
1393,40,0.85,0.0005,110,1.7912240515758429,1.7832973434418158
1394,40,0.85,0.0005,120,1.8232553902093471,1.8195436599928885
1395,40,0.85,0.0005,130,1.7691802086748913,1.7616309955628333
1396,40,0.85,0.0005,140,1.8263214010161832,1.8208829934529374
1397,40,0.85,0.0005,150,1.8110661141041,1.8018949762850633
1398,40,0.85,0.001,50,1.8269013319536185,1.8138664090582264
1399,40,0.85,0.001,60,1.77905916196438,1.7637673162315164
1400,40,0.85,0.001,70,1.7975854304171164,1.7854099733998765
1401,40,0.85,0.001,80,1.7952269095013846,1.7775458929836156
1402,40,0.85,0.001,90,1.8060007599680359,1.7867064452787143
1403,40,0.85,0.001,100,1.8192279011018817,1.8000688728026777
1404,40,0.85,0.001,110,1.7967448155192836,1.784933690442309
1405,40,0.85,0.001,120,1.8282787252957728,1.8156214562342055
1406,40,0.85,0.001,130,1.8092591631351223,1.7975878755266088
1407,40,0.85,0.001,140,1.7656940527107676,1.7478012445888995
1408,40,0.85,0.001,150,1.8125038748327893,1.7946316822070083
1409,40,0.85,0.005,50,1.8430428508246175,1.754723621442852
1410,40,0.85,0.005,60,1.842979059359329,1.7447658436049216
1411,40,0.85,0.005,70,1.8270511437807502,1.7356725585237682
1412,40,0.85,0.005,80,1.841025211183328,1.7493230978565228
1413,40,0.85,0.005,90,1.828621355952314,1.7402391209025148
1414,40,0.85,0.005,100,1.8135380745439915,1.730510268919893
1415,40,0.85,0.005,110,1.8244621747686054,1.7417305957654508
1416,40,0.85,0.005,120,1.8489163911733437,1.7631753942192276
1417,40,0.85,0.005,130,1.8822737225111235,1.794713637437887
1418,40,0.85,0.005,140,1.8661289506084253,1.7693094372074463
1419,40,0.85,0.005,150,1.8328066231721452,1.741812134771276
1420,40,0.85,0.01,50,1.8615331365345105,1.6488570177616655
1421,40,0.85,0.01,60,1.8833525389849288,1.6703590124469263
1422,40,0.85,0.01,70,1.8930904242237718,1.685648774574328
1423,40,0.85,0.01,80,1.8796873770339593,1.6703330315531733
1424,40,0.85,0.01,90,1.896307485284553,1.6903694915898393
1425,40,0.85,0.01,100,1.8763540107160344,1.65845423314709
1426,40,0.85,0.01,110,1.8935681395384238,1.6862789579015678
1427,40,0.85,0.01,120,1.8772323352219888,1.682799041543673
1428,40,0.85,0.01,130,1.8664094744393394,1.6688183405631034
1429,40,0.85,0.01,140,1.8761670695423283,1.669901637421799
1430,40,0.85,0.01,150,1.8837888193667,1.6874306591483221
1431,40,0.9,0.0001,50,1.7958158147811096,1.7941588136775102
1432,40,0.9,0.0001,60,1.8244018085538745,1.8225029039583125
1433,40,0.9,0.0001,70,1.834125353085922,1.8340998738441163
1434,40,0.9,0.0001,80,1.7587607852023601,1.7575217569874786
1435,40,0.9,0.0001,90,1.769994326330958,1.7674955712600222
1436,40,0.9,0.0001,100,1.7514633289641635,1.7507920997336635
1437,40,0.9,0.0001,110,1.7966621428198608,1.7961778311038465
1438,40,0.9,0.0001,120,1.8007384855721835,1.7990873448327758
1439,40,0.9,0.0001,130,1.7986084843843833,1.7977422275146226
1440,40,0.9,0.0001,140,1.7785009884150518,1.7775298251568237
1441,40,0.9,0.0001,150,1.7729346141326396,1.7724059519925242
1442,40,0.9,0.0005,50,1.7744690643138705,1.7649408304407703
1443,40,0.9,0.0005,60,1.7924705370805456,1.786693947910956
1444,40,0.9,0.0005,70,1.803330367821558,1.7986690595580235
1445,40,0.9,0.0005,80,1.812473106695604,1.8051416237632936
1446,40,0.9,0.0005,90,1.7841212074873505,1.780067660428356
1447,40,0.9,0.0005,100,1.786372818037201,1.781670138937173
1448,40,0.9,0.0005,110,1.8264642745553437,1.819492459775798
1449,40,0.9,0.0005,120,1.82635733862177,1.819155328643937
1450,40,0.9,0.0005,130,1.7899303435819822,1.7818306945844589
1451,40,0.9,0.0005,140,1.7886276269947654,1.7789577125368052
1452,40,0.9,0.0005,150,1.796022465906149,1.791150118337219
1453,40,0.9,0.001,50,1.7943985503377997,1.7783194284838126
1454,40,0.9,0.001,60,1.7901516799844064,1.7753944458748223
1455,40,0.9,0.001,70,1.8305236065074488,1.8156000328679338
1456,40,0.9,0.001,80,1.787065321512601,1.7717919862980869
1457,40,0.9,0.001,90,1.839378025183066,1.826539580585545
1458,40,0.9,0.001,100,1.8210300494729608,1.8048001103883322
1459,40,0.9,0.001,110,1.8032303067621314,1.794702185078534
1460,40,0.9,0.001,120,1.797571462857197,1.783194335606684
1461,40,0.9,0.001,130,1.8176245800781041,1.807860283024477
1462,40,0.9,0.001,140,1.8111917905334887,1.797500972375681
1463,40,0.9,0.001,150,1.8217422514179193,1.8102748402999556
1464,40,0.9,0.005,50,1.8119624297409038,1.706713981767925
1465,40,0.9,0.005,60,1.8343055476010748,1.7390731717991357
1466,40,0.9,0.005,70,1.8487284830775308,1.7517071474176047
1467,40,0.9,0.005,80,1.8319387139926098,1.746454774972445
1468,40,0.9,0.005,90,1.8431723529930881,1.7487654598286135
1469,40,0.9,0.005,100,1.8433833136600954,1.7562863705556078
1470,40,0.9,0.005,110,1.863193986985018,1.7712975100480615
1471,40,0.9,0.005,120,1.844006389425109,1.753468939986121
1472,40,0.9,0.005,130,1.833741508449479,1.7539013141447313
1473,40,0.9,0.005,140,1.8408042327209444,1.7520825326613432
1474,40,0.9,0.005,150,1.8582241160604553,1.767997082156149
1475,40,0.9,0.01,50,1.8529639758427987,1.6439752176836575
1476,40,0.9,0.01,60,1.888516899357973,1.6863278740337788
1477,40,0.9,0.01,70,1.8682479682386304,1.6701738668151034
1478,40,0.9,0.01,80,1.8627270947561514,1.664910350618795
1479,40,0.9,0.01,90,1.8972379090991998,1.6953257869648752
1480,40,0.9,0.01,100,1.9038435860774208,1.6911587838972721
1481,40,0.9,0.01,110,1.8981652232986042,1.697306386409844
1482,40,0.9,0.01,120,1.8914345100620462,1.6934865780671586
1483,40,0.9,0.01,130,1.8740507893645058,1.6911758182360541
1484,40,0.9,0.01,140,1.8682312801561107,1.6582416784917502
1485,40,0.9,0.01,150,1.9030854984603267,1.6957758153454439
1486,45,0.5,0.0001,50,1.7544881828734389,1.7531672748555729
1487,45,0.5,0.0001,60,1.7722427232971218,1.771641554186263
1488,45,0.5,0.0001,70,1.7601910039504878,1.7579809770944104
1489,45,0.5,0.0001,80,1.7625256420788264,1.76064027258086
1490,45,0.5,0.0001,90,1.7608652711169988,1.7594450414475882
1491,45,0.5,0.0001,100,1.7712584253942378,1.770598130831164
1492,45,0.5,0.0001,110,1.7621748993411606,1.7599163178522965
1493,45,0.5,0.0001,120,1.7588740565076324,1.7572609811767008
1494,45,0.5,0.0001,130,1.8043304832029121,1.8026605277102368
1495,45,0.5,0.0001,140,1.7636205413240473,1.7626569922096724
1496,45,0.5,0.0001,150,1.7941957396081307,1.793144779575008
1497,45,0.5,0.0005,50,1.7761449862318903,1.7674573528044542
1498,45,0.5,0.0005,60,1.7509975046873014,1.7451307308185429
1499,45,0.5,0.0005,70,1.782174053977964,1.7720624671368035
1500,45,0.5,0.0005,80,1.7613058298603588,1.755264174998274
1501,45,0.5,0.0005,90,1.7789773800619968,1.7720554680033749
1502,45,0.5,0.0005,100,1.76855793731027,1.760920242990654
1503,45,0.5,0.0005,110,1.769320039796467,1.7607181717690403
1504,45,0.5,0.0005,120,1.75637723592157,1.749627283878888
1505,45,0.5,0.0005,130,1.7961276683635785,1.7901722249305245
1506,45,0.5,0.0005,140,1.7748475921986395,1.7654557547685683
1507,45,0.5,0.0005,150,1.8042640545026065,1.7966245256272726
1508,45,0.5,0.001,50,1.7682562865790852,1.753932462528555
1509,45,0.5,0.001,60,1.7790141441131633,1.7653837580564085
1510,45,0.5,0.001,70,1.7824903620324613,1.7678251034725365
1511,45,0.5,0.001,80,1.773324569796206,1.7590854089758843
1512,45,0.5,0.001,90,1.7921311810807001,1.7790245905809663
1513,45,0.5,0.001,100,1.7611768487191448,1.7488081309247827
1514,45,0.5,0.001,110,1.79394708346501,1.7806022560104433
1515,45,0.5,0.001,120,1.792079090279138,1.777803447097065
1516,45,0.5,0.001,130,1.7620072032451803,1.7502046826273912
1517,45,0.5,0.001,140,1.7678380126472342,1.7539837495276396
1518,45,0.5,0.001,150,1.7952494826188894,1.782746022196477
1519,45,0.5,0.005,50,1.8250898160323672,1.7227913055990727
1520,45,0.5,0.005,60,1.8460065164833657,1.7571959199245344
1521,45,0.5,0.005,70,1.842308466631583,1.7518751028852353
1522,45,0.5,0.005,80,1.8208016522565023,1.7230591184249817
1523,45,0.5,0.005,90,1.8521082296360638,1.7457097663055692
1524,45,0.5,0.005,100,1.8436557947494407,1.7581854099402268
1525,45,0.5,0.005,110,1.7907105037481856,1.7058981242443003
1526,45,0.5,0.005,120,1.8291265009996482,1.7351621507750596
1527,45,0.5,0.005,130,1.850675697963486,1.763440248516936
1528,45,0.5,0.005,140,1.8296948566447815,1.7405475625341984
1529,45,0.5,0.005,150,1.8472252618884495,1.759997815973782
1530,45,0.5,0.01,50,1.8444217400003962,1.62029384446597
1531,45,0.5,0.01,60,1.8689324137264527,1.6506326393390145
1532,45,0.5,0.01,70,1.8389568227946345,1.6281383173162967
1533,45,0.5,0.01,80,1.8537414516001534,1.656705753164964
1534,45,0.5,0.01,90,1.8941299042266249,1.6835900703311735
1535,45,0.5,0.01,100,1.8813252021709652,1.6677609309861086
1536,45,0.5,0.01,110,1.8981223273487,1.674720147239529
1537,45,0.5,0.01,120,1.8756734550708865,1.6572510571459134
1538,45,0.5,0.01,130,1.8949587260064535,1.6870067794676387
1539,45,0.5,0.01,140,1.8885222531693011,1.683013054645999
1540,45,0.5,0.01,150,1.8958061005423608,1.689483481044457
1541,45,0.55,0.0001,50,1.7710018317746696,1.7705159710270353
1542,45,0.55,0.0001,60,1.7440342693964448,1.743539571478002
1543,45,0.55,0.0001,70,1.774619246976502,1.7733004899975733
1544,45,0.55,0.0001,80,1.7655363357164082,1.761815212619996
1545,45,0.55,0.0001,90,1.7443990536981469,1.7434162309754304
1546,45,0.55,0.0001,100,1.7850231370025509,1.784306044719227
1547,45,0.55,0.0001,110,1.7647684004577373,1.7631107715657097
1548,45,0.55,0.0001,120,1.766496866069069,1.7644997410648748
1549,45,0.55,0.0001,130,1.7647231876350336,1.7635165512920505
1550,45,0.55,0.0001,140,1.7827119410424617,1.780410202118469
1551,45,0.55,0.0001,150,1.7728528505113723,1.7722966264459585
1552,45,0.55,0.0005,50,1.7871283832454175,1.7825427229469795
1553,45,0.55,0.0005,60,1.7495128613558295,1.7414723507699807
1554,45,0.55,0.0005,70,1.8059174684323005,1.801591282536687
1555,45,0.55,0.0005,80,1.8044523075423167,1.7975558701994692
1556,45,0.55,0.0005,90,1.7729310425777849,1.7649251609644205
1557,45,0.55,0.0005,100,1.7801218052301522,1.7725029542376671
1558,45,0.55,0.0005,110,1.7774682138171847,1.7722080814437544
1559,45,0.55,0.0005,120,1.7411495019444485,1.735356762354309
1560,45,0.55,0.0005,130,1.7865781026321357,1.7769898451727226
1561,45,0.55,0.0005,140,1.7682527772345251,1.759571235746493
1562,45,0.55,0.0005,150,1.78790900247668,1.7839748750368216
1563,45,0.55,0.001,50,1.8018843226204304,1.7864213855689377
1564,45,0.55,0.001,60,1.756110899164335,1.7376059841563747
1565,45,0.55,0.001,70,1.808595202296658,1.7962975022720173
1566,45,0.55,0.001,80,1.784114712256737,1.7664939347832058
1567,45,0.55,0.001,90,1.8141453177866769,1.8010002213990364
1568,45,0.55,0.001,100,1.7727779921554356,1.761724686159362
1569,45,0.55,0.001,110,1.7923133538555611,1.7780214631082345
1570,45,0.55,0.001,120,1.8044719480289708,1.7861663710507232
1571,45,0.55,0.001,130,1.7810036039232846,1.7687373122724759
1572,45,0.55,0.001,140,1.8054811810673579,1.788770008019459
1573,45,0.55,0.001,150,1.8005675493233242,1.7886378106944028
1574,45,0.55,0.005,50,1.842991311707662,1.7379704040013064
1575,45,0.55,0.005,60,1.8340566038108312,1.735838412655597
1576,45,0.55,0.005,70,1.8374723829448953,1.756309250941907
1577,45,0.55,0.005,80,1.8431006922952642,1.7480534332989237
1578,45,0.55,0.005,90,1.850957067938905,1.755030882234942
1579,45,0.55,0.005,100,1.8531549315204636,1.762891051984529
1580,45,0.55,0.005,110,1.8406951509073632,1.7449348056540253
1581,45,0.55,0.005,120,1.837745744102777,1.7487465279595542
1582,45,0.55,0.005,130,1.8450152067275412,1.7590878202111755
1583,45,0.55,0.005,140,1.8518831020181972,1.7690460822300513
1584,45,0.55,0.005,150,1.839001062934913,1.75252770550545
1585,45,0.55,0.01,50,1.8729072257641537,1.653293873726342
1586,45,0.55,0.01,60,1.8679333930973976,1.6527913021166543
1587,45,0.55,0.01,70,1.887228870819611,1.6578314823864173
1588,45,0.55,0.01,80,1.860819773688639,1.6541870258704305
1589,45,0.55,0.01,90,1.915116088885536,1.6923681708503404
1590,45,0.55,0.01,100,1.8668116753859263,1.6752773125434561
1591,45,0.55,0.01,110,1.875873656469463,1.6581064432552248
1592,45,0.55,0.01,120,1.867172512903675,1.665624400849778
1593,45,0.55,0.01,130,1.9011956147948712,1.690734699597076
1594,45,0.55,0.01,140,1.9243611945645112,1.7055756933234647
1595,45,0.55,0.01,150,1.8932656858401393,1.6882326858980528
1596,45,0.6,0.0001,50,1.7687611329979571,1.7670725872971227
1597,45,0.6,0.0001,60,1.7869157388942272,1.785767896797794
1598,45,0.6,0.0001,70,1.7607833804219748,1.7594839028877813
1599,45,0.6,0.0001,80,1.78239004801529,1.7811486469472941
1600,45,0.6,0.0001,90,1.801370716548828,1.799705127002966
1601,45,0.6,0.0001,100,1.7451660541272196,1.744564894069031
1602,45,0.6,0.0001,110,1.7940347756680648,1.7934226312018697
1603,45,0.6,0.0001,120,1.771136841966027,1.7699255953334028
1604,45,0.6,0.0001,130,1.764925435087542,1.7637352040541836
1605,45,0.6,0.0001,140,1.7754627573054742,1.773016912972092
1606,45,0.6,0.0001,150,1.7901675645060249,1.789862461900127
1607,45,0.6,0.0005,50,1.7626305011730705,1.7544957514432467
1608,45,0.6,0.0005,60,1.7818002772120514,1.7749637492913315
1609,45,0.6,0.0005,70,1.775406119102669,1.7699637890073345
1610,45,0.6,0.0005,80,1.8158074055848348,1.8087222184938758
1611,45,0.6,0.0005,90,1.7753594786848677,1.7685410104741173
1612,45,0.6,0.0005,100,1.753259055757405,1.7469026461485233
1613,45,0.6,0.0005,110,1.781873021051036,1.7745656510464216
1614,45,0.6,0.0005,120,1.7821073975381625,1.7750991246815602
1615,45,0.6,0.0005,130,1.8009671476957922,1.7953738121784355
1616,45,0.6,0.0005,140,1.793553107835033,1.7855382612669441
