lp,n,pk,pm,t,fmax,favg
2407,50,0.85,0.005,130,1.8764313731599187,1.7652020355654627
2408,50,0.85,0.005,140,1.890748440808916,1.7952100417943098
2409,50,0.85,0.005,150,1.8854996634527348,1.7946770680228956
2410,50,0.85,0.01,50,1.8957642787567313,1.6545465309513885
2411,50,0.85,0.01,60,1.894945345343804,1.6582136166759716
2412,50,0.85,0.01,70,1.9032930459639053,1.6756618502732417
2413,50,0.85,0.01,80,1.9006572395929433,1.6877202857224949
2414,50,0.85,0.01,90,1.9482858678991946,1.704705825662922
2415,50,0.85,0.01,100,1.8977369333084133,1.684279233632461
2416,50,0.85,0.01,110,1.9351966399456464,1.717166614201339
2417,50,0.85,0.01,120,1.9237946599538742,1.702210796327543
2418,50,0.85,0.01,130,1.9472808814060114,1.7282517590372428
2419,50,0.85,0.01,140,1.9184314160744977,1.707773118262745
2420,50,0.85,0.01,150,1.9220335022273858,1.6983591518949313
2421,50,0.9,0.0001,50,1.8316157913898088,1.828353626658847
2422,50,0.9,0.0001,60,1.8341510609795215,1.8328919874390746
2423,50,0.9,0.0001,70,1.8435101826555935,1.842683560053889
2424,50,0.9,0.0001,80,1.858434512811794,1.8566439311685148
2425,50,0.9,0.0001,90,1.84255469497607,1.839973006662164
2426,50,0.9,0.0001,100,1.8186544824025952,1.8156034999831832
2427,50,0.9,0.0001,110,1.8680030251606694,1.8676563113050257
2428,50,0.9,0.0001,120,1.8511066470586541,1.850528998399003
2429,50,0.9,0.0001,130,1.8567490645189428,1.8564516506443498
2430,50,0.9,0.0001,140,1.8189341664889622,1.81744510908283
2431,50,0.9,0.0001,150,1.8341023002550485,1.831757912847256
2432,50,0.9,0.0005,50,1.8564442585994023,1.84624607385573
2433,50,0.9,0.0005,60,1.8130787970759468,1.8057844537014023
2434,50,0.9,0.0005,70,1.805809155200319,1.8002403743252535
2435,50,0.9,0.0005,80,1.8587993417323434,1.851336938749034
2436,50,0.9,0.0005,90,1.8252938774353047,1.8166556881555258
2437,50,0.9,0.0005,100,1.835099718846495,1.8306543184132757
2438,50,0.9,0.0005,110,1.8412343983184583,1.8340875234646625
2439,50,0.9,0.0005,120,1.8417084791578344,1.8356523082979865
2440,50,0.9,0.0005,130,1.8526122184481242,1.8452635263029336
2441,50,0.9,0.0005,140,1.8602958929927111,1.8542199606114678
2442,50,0.9,0.0005,150,1.835634780205045,1.8289836016250351
2443,50,0.9,0.001,50,1.8421239627072865,1.8217878881133023
2444,50,0.9,0.001,60,1.835254871482258,1.8244089405389081
2445,50,0.9,0.001,70,1.8331514878168136,1.8161531500009462
2446,50,0.9,0.001,80,1.8422007256146034,1.827852798501985
2447,50,0.9,0.001,90,1.8598110429793255,1.8466336561394505
2448,50,0.9,0.001,100,1.8391949925042281,1.8257498563559635
2449,50,0.9,0.001,110,1.837720069845814,1.8225310923613782
2450,50,0.9,0.001,120,1.8432298878118891,1.8271027972405134
2451,50,0.9,0.001,130,1.8330126541552874,1.8183588307695562
2452,50,0.9,0.001,140,1.8614160094071854,1.8521166211820732
2453,50,0.9,0.001,150,1.8712320672688654,1.8543523312457029
2454,50,0.9,0.005,50,1.889086453798933,1.7652277362980657
2455,50,0.9,0.005,60,1.8787939918337573,1.7768364042857308
2456,50,0.9,0.005,70,1.889621475881912,1.7870499659005759
2457,50,0.9,0.005,80,1.882048229207494,1.7736263204694993
2458,50,0.9,0.005,90,1.8995598713758113,1.8083181414942622
2459,50,0.9,0.005,100,1.874130138370745,1.7765654236126676
2460,50,0.9,0.005,110,1.8800352779192062,1.780139636124089
2461,50,0.9,0.005,120,1.877292463022155,1.7854337222297139
2462,50,0.9,0.005,130,1.9042110346659364,1.8038710696482694
2463,50,0.9,0.005,140,1.8930452450790474,1.8040423388938374
2464,50,0.9,0.005,150,1.888961519480377,1.7952343774060557
2465,50,0.9,0.01,50,1.8816189792567204,1.638212570629567
2466,50,0.9,0.01,60,1.9158767566519581,1.685337541318275
2467,50,0.9,0.01,70,1.9235378311416287,1.6783337206252011
2468,50,0.9,0.01,80,1.9291772288561488,1.6916749379023726
2469,50,0.9,0.01,90,1.9007325218819373,1.6761075982586928
2470,50,0.9,0.01,100,1.9197899715870113,1.715412668303193
2471,50,0.9,0.01,110,1.9189684632911508,1.697114729176055
2472,50,0.9,0.01,120,1.9227668778063551,1.694324230160595
2473,50,0.9,0.01,130,1.9371051054919497,1.702371893554647
2474,50,0.9,0.01,140,1.9219820868173334,1.7064688373387693
2475,50,0.9,0.01,150,1.91671405849492,1.6949426625353863
2476,55,0.5,0.0001,50,1.832584699944999,1.8304071181764272
2477,55,0.5,0.0001,60,1.8141046381842605,1.8123031001415937
2478,55,0.5,0.0001,70,1.8202001144711166,1.8191722551518759
2479,55,0.5,0.0001,80,1.8297043912775832,1.8282587201152625
2480,55,0.5,0.0001,90,1.780468106710621,1.7799049715165958
2481,55,0.5,0.0001,100,1.81406998614571,1.812583343751003
2482,55,0.5,0.0001,110,1.8224998911557762,1.8208251164572327
2483,55,0.5,0.0001,120,1.8180959650042507,1.816258506650178
2484,55,0.5,0.0001,130,1.7992577630118276,1.7974373679159763
2485,55,0.5,0.0001,140,1.7853031773346544,1.783756702687714
2486,55,0.5,0.0001,150,1.7967245588445457,1.7956095260085903
2487,55,0.5,0.0005,50,1.8283838353462842,1.8195648486000535
2488,55,0.5,0.0005,60,1.8393848282328806,1.8317147340337496
2489,55,0.5,0.0005,70,1.8121845497733529,1.8062853202995697
2490,55,0.5,0.0005,80,1.8193704948394478,1.8096379341952105
2491,55,0.5,0.0005,90,1.797875226622617,1.7908331422884864
2492,55,0.5,0.0005,100,1.8149083607684813,1.807093316044467
2493,55,0.5,0.0005,110,1.8046592776956067,1.7968317905734608
2494,55,0.5,0.0005,120,1.8001347147991573,1.7930623904350893
2495,55,0.5,0.0005,130,1.821649283974934,1.8169352980015683
2496,55,0.5,0.0005,140,1.8185256368718483,1.8112737912912882
2497,55,0.5,0.0005,150,1.8574166995561592,1.850803143151245
2498,55,0.5,0.001,50,1.8019925652748217,1.7890021147490938
2499,55,0.5,0.001,60,1.8306092226915787,1.8133322905512668
2500,55,0.5,0.001,70,1.838412524205365,1.82295867040342
